	Protein Inference	Main Accession	Description	Protein Group	Secondary Accessions	Chromosome	Gene Name	Taxonomy	Organism Identifier	Validated Coverage [%]	All Coverage [%]	Possible Coverage [%]	#Peptides	#Validated Peptides	#Unique Peptides	#Validated Unique Peptides	#PSMs	#Validated PSMs	Confidently Localized Modification Sites	#Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Spectrum Counting	MW [kDa]	Confidence [%]	Validation
391	Related Proteins	MGYP000309348852		MGYP000309348852,MGYP001020376378,MGYP001123080234,MGYP003682037843,MGYP003682041697,MGYP003682047115,MGYP003682075295,MGYP003682129337,MGYP003682259369,MGYP003682284545,MGYP003682318969,MGYP003682348751,MGYP003682387015,MGYP003682519085,MGYP003682562555,MGYP003682670753,MGYP003682679343,MGYP003682760383,MGYP003682779163,MGYP003682798633,MGYP003682893147,MGYP003682988293,MGYP003683003653,MGYP003683044529,MGYP003683081793,MGYP003683117843,MGYP003683402379,MGYP003683405283,MGYP003683432439,MGYP003683522517,MGYP003683558637,MGYP003683688267,MGYP003683832503,MGYP003683969323,MGYP003684100835,MGYP003684103405,MGYP003684124067,MGYP003684193189,MGYP003684210453,MGYP003684313793,MGYP003684327573,MGYP003684338103,MGYP003684356573,MGYP003684437137,MGYP003684538049,MGYP003684574047,MGYP003684581685,MGYP003684689241,MGYP003684729663,MGYP003684879153,MGYP003684925025,MGYP003684937789,MGYP003685022625,MGYP003685040723,MGYP003685069181,MGYP003685112545,MGYP003685148321,MGYP003685239035,MGYP003685274455,MGYP003685284365,MGYP003685334073,MGYP003685360325,MGYP003685383557,MGYP003685419665,MGYP003685463205,MGYP003685474821,MGYP003685516637,MGYP003685565863,MGYP003685584929,MGYP003685614631,MGYP003685679943,MGYP003685703269,MGYP003685723581,MGYP003685744423,MGYP003685761375,MGYP003685786203,MGYP003685832129,MGYP003685851157,MGYP003685884207,MGYP003685898729,MGYP003685899073,MGYP003685900675,MGYP003685936525,MGYP003685945681,MGYP003685975783,MGYP003685977053,MGYP003686020689,MGYP003686034367,MGYP003686073835,MGYP003686149921,MGYP003686317731,MGYP003686319109,MGYP003686356063,MGYP003686370827,MGYP003686397695,MGYP003686414601,MGYP003686486393,MGYP003686590823,MGYP003686646623,MGYP003686671249,MGYP003686672635,MGYP003686699411,MGYP003686700429,MGYP003686761525,MGYP003686769393,MGYP003686795555,MGYP003686824397,MGYP003686939379,MGYP003686969877,MGYP003687036043,MGYP003687191767,MGYP003687285549,MGYP003687429885,MGYP003687460283,MGYP003687519345,MGYP003687541013,MGYP003687557059,MGYP003687697771,MGYP003687781775,MGYP003687789165,MGYP003687815021,MGYP003687842497,MGYP003687882591,MGYP003688054387,MGYP003688056341,MGYP003688090189,MGYP003688117535,MGYP003688142965,MGYP003688212881,MGYP003688320207,MGYP003688339861,MGYP003688403343,MGYP003688463085,MGYP003688496541,MGYP003688506759,MGYP003688537865,MGYP003688601947,MGYP003688603445,MGYP003688660255,MGYP003688682793,MGYP003688818689,MGYP003688839647,MGYP003688855093,MGYP003688968777,MGYP003689047313,MGYP003689109159,MGYP003689112299,MGYP003689188477,MGYP003689247713,MGYP003689248077,MGYP003689393217,MGYP003689432767,MGYP003689641227,MGYP003689711255,MGYP003689792681,MGYP003689813747,MGYP003689817687,MGYP003689823937,MGYP003689848417,MGYP003689865211,MGYP003689867677,MGYP003689954925,MGYP003690024625,MGYP003690215429,MGYP003690238707,MGYP003690274133,MGYP003690277707,MGYP003690296247,MGYP003690336213,MGYP003690365919,MGYP003690390195,MGYP003690431649,MGYP003690491949,MGYP003690565557,MGYP003690578977,MGYP003690579289,MGYP003690632535,MGYP003690667667,MGYP003690799557,MGYP003690804847,MGYP003690823889,MGYP003690861351,MGYP003690869249,MGYP003690957275,MGYP003691110521,MGYP003691147933,MGYP003691231373,MGYP003691315023,MGYP003691321807,MGYP003691331313,MGYP003691332525,MGYP003691353259,MGYP003691356719,MGYP003691359187,MGYP003691363639,MGYP003691373749,MGYP003691375715,MGYP003691382851,MGYP003691404431,MGYP003691442885,MGYP003691464595,MGYP003691511765,MGYP003691806225,MGYP003691895623,MGYP003692080447,MGYP003692173699,MGYP003692175681,MGYP003692177599,MGYP003692177615,MGYP003692202169,MGYP003692216055,MGYP003692262135,MGYP003692264855	MGYP001020376378,MGYP001123080234,MGYP003682037843,MGYP003682041697,MGYP003682047115,MGYP003682075295,MGYP003682129337,MGYP003682259369,MGYP003682284545,MGYP003682318969,MGYP003682348751,MGYP003682387015,MGYP003682519085,MGYP003682562555,MGYP003682670753,MGYP003682679343,MGYP003682760383,MGYP003682779163,MGYP003682798633,MGYP003682893147,MGYP003682988293,MGYP003683003653,MGYP003683044529,MGYP003683081793,MGYP003683117843,MGYP003683402379,MGYP003683405283,MGYP003683432439,MGYP003683522517,MGYP003683558637,MGYP003683688267,MGYP003683832503,MGYP003683969323,MGYP003684100835,MGYP003684103405,MGYP003684124067,MGYP003684193189,MGYP003684210453,MGYP003684313793,MGYP003684327573,MGYP003684338103,MGYP003684356573,MGYP003684437137,MGYP003684538049,MGYP003684574047,MGYP003684581685,MGYP003684689241,MGYP003684729663,MGYP003684879153,MGYP003684925025,MGYP003684937789,MGYP003685022625,MGYP003685040723,MGYP003685069181,MGYP003685112545,MGYP003685148321,MGYP003685239035,MGYP003685274455,MGYP003685284365,MGYP003685334073,MGYP003685360325,MGYP003685383557,MGYP003685419665,MGYP003685463205,MGYP003685474821,MGYP003685516637,MGYP003685565863,MGYP003685584929,MGYP003685614631,MGYP003685679943,MGYP003685703269,MGYP003685723581,MGYP003685744423,MGYP003685761375,MGYP003685786203,MGYP003685832129,MGYP003685851157,MGYP003685884207,MGYP003685898729,MGYP003685899073,MGYP003685900675,MGYP003685936525,MGYP003685945681,MGYP003685975783,MGYP003685977053,MGYP003686020689,MGYP003686034367,MGYP003686073835,MGYP003686149921,MGYP003686317731,MGYP003686319109,MGYP003686356063,MGYP003686370827,MGYP003686397695,MGYP003686414601,MGYP003686486393,MGYP003686590823,MGYP003686646623,MGYP003686671249,MGYP003686672635,MGYP003686699411,MGYP003686700429,MGYP003686761525,MGYP003686769393,MGYP003686795555,MGYP003686824397,MGYP003686939379,MGYP003686969877,MGYP003687036043,MGYP003687191767,MGYP003687285549,MGYP003687429885,MGYP003687460283,MGYP003687519345,MGYP003687541013,MGYP003687557059,MGYP003687697771,MGYP003687781775,MGYP003687789165,MGYP003687815021,MGYP003687842497,MGYP003687882591,MGYP003688054387,MGYP003688056341,MGYP003688090189,MGYP003688117535,MGYP003688142965,MGYP003688212881,MGYP003688320207,MGYP003688339861,MGYP003688403343,MGYP003688463085,MGYP003688496541,MGYP003688506759,MGYP003688537865,MGYP003688601947,MGYP003688603445,MGYP003688660255,MGYP003688682793,MGYP003688818689,MGYP003688839647,MGYP003688855093,MGYP003688968777,MGYP003689047313,MGYP003689109159,MGYP003689112299,MGYP003689188477,MGYP003689247713,MGYP003689248077,MGYP003689393217,MGYP003689432767,MGYP003689641227,MGYP003689711255,MGYP003689792681,MGYP003689813747,MGYP003689817687,MGYP003689823937,MGYP003689848417,MGYP003689865211,MGYP003689867677,MGYP003689954925,MGYP003690024625,MGYP003690215429,MGYP003690238707,MGYP003690274133,MGYP003690277707,MGYP003690296247,MGYP003690336213,MGYP003690365919,MGYP003690390195,MGYP003690431649,MGYP003690491949,MGYP003690565557,MGYP003690578977,MGYP003690579289,MGYP003690632535,MGYP003690667667,MGYP003690799557,MGYP003690804847,MGYP003690823889,MGYP003690861351,MGYP003690869249,MGYP003690957275,MGYP003691110521,MGYP003691147933,MGYP003691231373,MGYP003691315023,MGYP003691321807,MGYP003691331313,MGYP003691332525,MGYP003691353259,MGYP003691356719,MGYP003691359187,MGYP003691363639,MGYP003691373749,MGYP003691375715,MGYP003691382851,MGYP003691404431,MGYP003691442885,MGYP003691464595,MGYP003691511765,MGYP003691806225,MGYP003691895623,MGYP003692080447,MGYP003692173699,MGYP003692175681,MGYP003692177599,MGYP003692177615,MGYP003692202169,MGYP003692216055,MGYP003692262135,MGYP003692264855					2.35	2.35	72.51	1	1	1	1	1	1					20.280704905238252	58.284177332966216	73.36412625096229	Doubtful
392	Single Protein	MGYP003684961031		MGYP003684961031						10.2	10.2	57.79	3	3	1	1	3	3	Oxidation of M (M52)	Oxidation of M (1)			97.46746666629303	37.500565825554006	73.36412625096229	Confident
393	Related Proteins	MGYP003683173435		MGYP003683173435,MGYP003683175581,MGYP003687643951	MGYP003683175581,MGYP003687643951					5.2	5.2	53.67	4	4	3	3	4	4					42.5719969347027	129.0376681874007	81.60152526215442	Confident
394	Related Proteins	MGYP000142561610		MGYP000142561610,MGYP000455471187,MGYP003684070593,MGYP003687289347	MGYP000455471187,MGYP003684070593,MGYP003687289347					3.58	3.58	62.26	2	1	1	1	2	1					29.5709679306917	39.294259235218306	73.36412625096229	Doubtful
395	Single Protein	MGYP000447429501		MGYP000447429501						38.49	38.49	52.68	7	7	1	1	7	7	Oxidation of M (M76, M118, M125, M133, M189)	Oxidation of M (5)			234.3624509218888	33.21877164289454	73.36412625096229	Confident
396	Related Proteins	MGYP000006914769		MGYP000006914769,MGYP000584875167,MGYP001599897650,MGYP003684590997,MGYP003684867129,MGYP003686997421,MGYP003688666815	MGYP000584875167,MGYP001599897650,MGYP003684590997,MGYP003684867129,MGYP003686997421,MGYP003688666815					3.28	3.28	38.41	1	1	1	1	1	1					25.19567165523221	45.57117561964328	73.36412625096229	Doubtful
397	Related Proteins	MGYP000351920882		MGYP000351920882,MGYP000709380948,MGYP003682172449,MGYP003684071347,MGYP003684554267,MGYP003687284197,MGYP003690697961	MGYP000709380948,MGYP003682172449,MGYP003684071347,MGYP003684554267,MGYP003687284197,MGYP003690697961					6.56	6.56	59.38	1	1	1	1	1	1	Oxidation of M (M50)	Oxidation of M (1)			33.824326331681604	34.86518490091556	73.36412625096229	Doubtful
398	Related Proteins	MGYP000322436401		MGYP000322436401,MGYP000498060353,MGYP003386655762,MGYP003682062613	MGYP000498060353,MGYP003386655762,MGYP003682062613					12.19	12.19	37.4	2	2	1	1	4	4	Oxidation of M (M54)	Oxidation of M (1)			86.38515996079616	39.28893840364682	83.50202429149797	Confident
399	Single Protein	MGYP003687059807		MGYP003687059807						10.99	10.99	63.74	2	2	2	2	2	2	Oxidation of M (M90)	Oxidation of M (1)			80.2984007223661	29.58947394198747	81.60152526215442	Confident
400	Related Proteins	MGYP000708727817		MGYP000708727817,MGYP000902025919,MGYP001146324485,MGYP003682099101,MGYP003682757199,MGYP003683033113,MGYP003683349427,MGYP003683381655,MGYP003683431241,MGYP003683588187,MGYP003683663619,MGYP003683758011,MGYP003684058105,MGYP003684223987,MGYP003684265087,MGYP003684392525,MGYP003684608975,MGYP003684687617,MGYP003684873889,MGYP003685100653,MGYP003685239277,MGYP003685326095,MGYP003685328777,MGYP003685459609,MGYP003685893797,MGYP003685927861,MGYP003686004683,MGYP003686026269,MGYP003686052987,MGYP003686247459,MGYP003686307751,MGYP003686312495,MGYP003686335647,MGYP003686690623,MGYP003687074143,MGYP003687358909,MGYP003687452277,MGYP003687660275,MGYP003687748679,MGYP003687967193,MGYP003688247757,MGYP003688260031,MGYP003688335427,MGYP003688540433,MGYP003688796911,MGYP003689179395,MGYP003689793307,MGYP003689810087,MGYP003689886017,MGYP003689887547,MGYP003689931119,MGYP003690237085,MGYP003690377519,MGYP003690994455,MGYP003691166473,MGYP003691547185,MGYP003692249685,MGYP003692465417	MGYP000902025919,MGYP001146324485,MGYP003682099101,MGYP003682757199,MGYP003683033113,MGYP003683349427,MGYP003683381655,MGYP003683431241,MGYP003683588187,MGYP003683663619,MGYP003683758011,MGYP003684058105,MGYP003684223987,MGYP003684265087,MGYP003684392525,MGYP003684608975,MGYP003684687617,MGYP003684873889,MGYP003685100653,MGYP003685239277,MGYP003685326095,MGYP003685328777,MGYP003685459609,MGYP003685893797,MGYP003685927861,MGYP003686004683,MGYP003686026269,MGYP003686052987,MGYP003686247459,MGYP003686307751,MGYP003686312495,MGYP003686335647,MGYP003686690623,MGYP003687074143,MGYP003687358909,MGYP003687452277,MGYP003687660275,MGYP003687748679,MGYP003687967193,MGYP003688247757,MGYP003688260031,MGYP003688335427,MGYP003688540433,MGYP003688796911,MGYP003689179395,MGYP003689793307,MGYP003689810087,MGYP003689886017,MGYP003689887547,MGYP003689931119,MGYP003690237085,MGYP003690377519,MGYP003690994455,MGYP003691166473,MGYP003691547185,MGYP003692249685,MGYP003692465417					10.08	10.08	84.5	1	1	1	1	1	1					90.61195677844981	14.73866060893607	73.36412625096229	Doubtful
401	Related Proteins	MGYP000471017425		MGYP000471017425,MGYP000675122066,MGYP003682411505,MGYP003682517279,MGYP003683935497,MGYP003684006753,MGYP003685497663,MGYP003687663293,MGYP003688677939	MGYP000675122066,MGYP003682411505,MGYP003682517279,MGYP003683935497,MGYP003684006753,MGYP003685497663,MGYP003687663293,MGYP003688677939					33.78	33.78	86.49	2	2	1	1	7	2					205.76465185106306	8.43155813427883	73.36412625096229	Confident
402	Related Proteins	MGYP003682577231		MGYP003682577231,MGYP003682796579,MGYP003683440891,MGYP003683765371,MGYP003684046005,MGYP003685799599,MGYP003685992545,MGYP003687197183,MGYP003689498139,MGYP003691750537,MGYP003692213761,MGYP003692429841,MGYP003692492527	MGYP003682796579,MGYP003683440891,MGYP003683765371,MGYP003684046005,MGYP003685799599,MGYP003685992545,MGYP003687197183,MGYP003689498139,MGYP003691750537,MGYP003692213761,MGYP003692429841,MGYP003692492527					8.22	8.22	84.93	1	1	1	1	1	1					79.65083297460507	16.38940511851465	73.36412625096229	Doubtful
403	Related Proteins	MGYP003683591173		MGYP003683591173,MGYP003683615513,MGYP003683834365,MGYP003684212137,MGYP003684465183,MGYP003685016715,MGYP003685466055,MGYP003686139325,MGYP003686360517,MGYP003686424087,MGYP003686792147,MGYP003686846923,MGYP003686893397,MGYP003686936907,MGYP003687160149,MGYP003688413815,MGYP003688696333,MGYP003689031961,MGYP003689519281,MGYP003689861353,MGYP003690210015,MGYP003690552353,MGYP003690576655,MGYP003691489905,MGYP003691535419,MGYP003691923959,MGYP003692068615,MGYP003692073439	MGYP003683615513,MGYP003683834365,MGYP003684212137,MGYP003684465183,MGYP003685016715,MGYP003685466055,MGYP003686139325,MGYP003686360517,MGYP003686424087,MGYP003686792147,MGYP003686846923,MGYP003686893397,MGYP003686936907,MGYP003687160149,MGYP003688413815,MGYP003688696333,MGYP003689031961,MGYP003689519281,MGYP003689861353,MGYP003690210015,MGYP003690552353,MGYP003690576655,MGYP003691489905,MGYP003691535419,MGYP003691923959,MGYP003692068615,MGYP003692073439					9.32	9.32	70.19	1	1	1	1	1	1					68.5882172836877	16.89946477354955	73.36412625096229	Doubtful
404	Related Proteins	MGYP000870952341		MGYP000870952341,MGYP003681967399,MGYP003683400087,MGYP003683780325	MGYP003681967399,MGYP003683400087,MGYP003683780325					14.23	14.23	74.41	5	5	1	1	5	5	Oxidation of M (M191, M209)	Oxidation of M (2)			60.46961197255731	57.99832704010104	73.36412625096229	Confident
405	Single Protein	MGYP003686194485		MGYP003686194485						16.67	16.67	80.3	1	1	1	1	1	1	Oxidation of M (M33)	Oxidation of M (1)			186.35289224247222	7.3058832782018195	73.36412625096229	Doubtful
406	Related Proteins	MGYP003682945013		MGYP003682945013,MGYP003690021953	MGYP003690021953					25.18	40.29	89.93	4	3	3	2	4	3					237.04087893242468	15.79389356649942	79.61783439490446	Confident
407	Related Proteins	MGYP000381755104		MGYP000381755104,MGYP003682611915,MGYP003683105905,MGYP003684098307,MGYP003690115903	MGYP003682611915,MGYP003683105905,MGYP003684098307,MGYP003690115903					2.96	2.96	41.94	1	1	1	1	1	1					28.381331289801807	38.689032325058136	73.36412625096229	Doubtful
408	Related Proteins	MGYP000322436401		MGYP000322436401,MGYP003386655762,MGYP003682062613,MGYP003683339909,MGYP003684055103,MGYP003685117961,MGYP003686635931,MGYP003688910203	MGYP003386655762,MGYP003682062613,MGYP003683339909,MGYP003684055103,MGYP003685117961,MGYP003686635931,MGYP003688910203					5.54	5.54	37.4	1	1	1	1	1	1					28.79505332026539	39.28893840364682	73.36412625096229	Doubtful
409	Related Proteins	MGYP001150966281		MGYP001150966281,MGYP003682134243,MGYP003682475897,MGYP003682733943,MGYP003683177051,MGYP003683596809,MGYP003683738103,MGYP003683956025,MGYP003684063503,MGYP003684657295,MGYP003684717399,MGYP003685109197,MGYP003685388421,MGYP003686723739,MGYP003686742225,MGYP003687923397,MGYP003688149765,MGYP003688453097,MGYP003688701157,MGYP003689600657,MGYP003690055081,MGYP003691414941,MGYP003692489617	MGYP003682134243,MGYP003682475897,MGYP003682733943,MGYP003683177051,MGYP003683596809,MGYP003683738103,MGYP003683956025,MGYP003684063503,MGYP003684657295,MGYP003684717399,MGYP003685109197,MGYP003685388421,MGYP003686723739,MGYP003686742225,MGYP003687923397,MGYP003688149765,MGYP003688453097,MGYP003688701157,MGYP003689600657,MGYP003690055081,MGYP003691414941,MGYP003692489617					2.55	2.55	59.38	1	1	1	1	1	1					20.074600180591524	56.75239092644723	73.36412625096229	Doubtful
410	Related Proteins	MGYP003681970797		MGYP003681970797,MGYP003683170905,MGYP003683203167,MGYP003683785165,MGYP003684164071	MGYP003683170905,MGYP003683203167,MGYP003683785165,MGYP003684164071					3.15	3.15	59.89	2	2	1	1	2	2	Pyrolidone from Q (A21)	Pyrolidone from Q (1)			17.49121007470666	98.99465471479094	73.36412625096229	Confident
411	Single Protein	MGYP003683803487		MGYP003683803487						3.76	3.76	74.29	1	1	1	1	1	1					33.36724084071294	32.52135429348889	73.36412625096229	Doubtful
412	Related Proteins	MGYP003683117233		MGYP003683117233,MGYP003689426691	MGYP003689426691					6.33	6.33	43.76	2	2	1	1	3	2					49.50728465589487	62.83613215621329	83.50202429149797	Confident
413	Single Protein	MGYP000453324951		MGYP000453324951						6.04	10.44	82.14	4	2	3	2	4	2					60.223800541774565	39.76092037363489	79.61783439490446	Confident
414	Related Proteins	MGYP000080985653		MGYP000080985653,MGYP003682384583,MGYP003683485985,MGYP003686725443,MGYP003687885087,MGYP003688043631,MGYP003691552231	MGYP003682384583,MGYP003683485985,MGYP003686725443,MGYP003687885087,MGYP003688043631,MGYP003691552231					8.1	8.1	61.71	2	2	1	1	3	3					71.743607425068	48.788650141502366	73.36412625096229	Confident
415	Related Proteins	MGYP003683449783		MGYP003683449783,MGYP003684056557,MGYP003684941837,MGYP003686217767,MGYP003688707503,MGYP003691802417	MGYP003684056557,MGYP003684941837,MGYP003686217767,MGYP003688707503,MGYP003691802417					6.96	6.96	60.0	1	1	1	1	1	1	Oxidation of M (M28, M35)	Oxidation of M (2)			48.89457073688628	24.88139975077745	73.36412625096229	Doubtful
416	Single Protein	MGYP003686133457		MGYP003686133457						24.56	24.56	87.72	1	1	1	1	1	1					197.53406577702057	6.311274744346719	73.36412625096229	Doubtful
417	Related Proteins	MGYP002631840847		MGYP002631840847,MGYP003682954657,MGYP003684045137,MGYP003687525857	MGYP003682954657,MGYP003684045137,MGYP003687525857					29.25	29.25	65.72	8	6	1	1	8	6	Oxidation of M (M261)	Oxidation of M (1)			205.0526634363535	33.92879511121299	73.36412625096229	Confident
418	Related Proteins	MGYP000956395689		MGYP000956395689,MGYP003690387463	MGYP003690387463					31.95	34.32	90.53	10	9	2	1	10	9	Oxidation of M (M167, M213)	Oxidation of M (2)			134.48670055625038	36.28322457015936	79.61783439490446	Confident
419	Single Protein	MGYP003684421671		MGYP003684421671						5.47	5.47	50.75	1	1	1	1	1	1					53.67773526549472	21.00289438947436	73.36412625096229	Doubtful
420	Related Proteins	MGYP000724533716		MGYP000724533716,MGYP000927178692,MGYP003682837813,MGYP003683284395,MGYP003683424083,MGYP003683497659,MGYP003683835269,MGYP003683905621,MGYP003684172947,MGYP003684584087,MGYP003684904679,MGYP003684973287,MGYP003684977841,MGYP003685407811,MGYP003685418819,MGYP003685523051,MGYP003685845757,MGYP003685998487,MGYP003686397077,MGYP003687463329,MGYP003687784695,MGYP003688161653,MGYP003688281829,MGYP003688321407,MGYP003688367187,MGYP003689784675,MGYP003689864007,MGYP003689887425,MGYP003690360515,MGYP003690972761,MGYP003691178245,MGYP003691211649,MGYP003691572363,MGYP003691728975,MGYP003691803171	MGYP000927178692,MGYP003682837813,MGYP003683284395,MGYP003683424083,MGYP003683497659,MGYP003683835269,MGYP003683905621,MGYP003684172947,MGYP003684584087,MGYP003684904679,MGYP003684973287,MGYP003684977841,MGYP003685407811,MGYP003685418819,MGYP003685523051,MGYP003685845757,MGYP003685998487,MGYP003686397077,MGYP003687463329,MGYP003687784695,MGYP003688161653,MGYP003688281829,MGYP003688321407,MGYP003688367187,MGYP003689784675,MGYP003689864007,MGYP003689887425,MGYP003690360515,MGYP003690972761,MGYP003691178245,MGYP003691211649,MGYP003691572363,MGYP003691728975,MGYP003691803171					4.4	4.4	66.48	1	1	1	1	1	1	Oxidation of M (M146)	Oxidation of M (1)			29.929403905609178	39.47589336900315	73.36412625096229	Doubtful
421	Related Proteins	MGYP000132509760		MGYP000132509760,MGYP003684848235,MGYP003685131047,MGYP003688475083,MGYP003690924415	MGYP003684848235,MGYP003685131047,MGYP003688475083,MGYP003690924415					5.1	5.1	80.25	1	1	1	1	1	1					35.148410280608644	34.33417445172801	73.36412625096229	Doubtful
422	Related Proteins	MGYP000030507936		MGYP000030507936,MGYP003682367331,MGYP003683140963,MGYP003687825757,MGYP003689341113,MGYP003690874133	MGYP003682367331,MGYP003683140963,MGYP003687825757,MGYP003689341113,MGYP003690874133					4.45	4.45	33.53	1	1	1	1	1	1	Oxidation of M (M269)	Oxidation of M (1)			30.672991580282694	35.7839376496777	73.36412625096229	Doubtful
423	Single Protein	MGYP003683104667		MGYP003683104667						13.23	15.18	42.95	7	5	5	4	7	5	Oxidation of M (M343, M456)	Oxidation of M (2)			134.27542235598074	50.41462340730696	81.60152526215442	Confident
424	Related Proteins	MGYP003683296685		MGYP003683296685,MGYP003684121337,MGYP003684746295,MGYP003685422701,MGYP003685531769,MGYP003687490799,MGYP003688863943,MGYP003688969031,MGYP003689565193,MGYP003691301393,MGYP003691567229,MGYP003691780133	MGYP003684121337,MGYP003684746295,MGYP003685422701,MGYP003685531769,MGYP003687490799,MGYP003688863943,MGYP003688969031,MGYP003689565193,MGYP003691301393,MGYP003691567229,MGYP003691780133					5.35	8.64	65.43	3	2	2	2	3	2	Oxidation of M (M215)	Oxidation of M (1)			91.45095637825025	26.199949031695468	81.60152526215442	Confident
425	Related Proteins	MGYP000065893383		MGYP000065893383,MGYP000390253883,MGYP000732309778,MGYP003682502053,MGYP003691681545	MGYP000390253883,MGYP000732309778,MGYP003682502053,MGYP003691681545					3.29	3.29	72.0	1	1	1	1	1	1					25.455420847554198	46.2320352672384	73.36412625096229	Doubtful
426	Single Protein	MGYP003682453967		MGYP003682453967						8.91	8.91	14.19	2	2	1	1	2	2	Oxidation of M (M111)	Oxidation of M (1)			86.13404030974733	29.711804003645298	73.36412625096229	Confident
427	Related Proteins	MGYP000393550647		MGYP000393550647,MGYP003683392845,MGYP003683697705	MGYP003683392845,MGYP003683697705					3.3	3.3	64.03	2	2	1	1	2	2	Oxidation of M (M395)	Oxidation of M (1)			23.7420752135842	100.65776244818773	73.36412625096229	Confident
428	Single Protein	MGYP003690559291		MGYP003690559291						9.39	9.39	74.59	1	1	1	1	1	1					59.1419358613834	19.22488936767831	73.36412625096229	Doubtful
429	Related Proteins	MGYP000263460834		MGYP000263460834,MGYP003684926751,MGYP003687419633	MGYP003684926751,MGYP003687419633					40.53	42.9	90.83	12	11	2	2	13	11	Oxidation of M (M128, M167, M213)	Oxidation of M (3)			182.30614105371058	36.352300177627775	83.50202429149797	Confident
430	Related Proteins	MGYP000483311822		MGYP000483311822,MGYP003682252529,MGYP003682315115,MGYP003683675037,MGYP003683743915,MGYP003684578159,MGYP003685745691,MGYP003686066343,MGYP003686392077,MGYP003688291525,MGYP003688714531,MGYP003688849847,MGYP003689691619	MGYP003682252529,MGYP003682315115,MGYP003683675037,MGYP003683743915,MGYP003684578159,MGYP003685745691,MGYP003686066343,MGYP003686392077,MGYP003688291525,MGYP003688714531,MGYP003688849847,MGYP003689691619					4.29	4.29	60.36	1	1	1	1	1	1					38.28179569322104	29.8009075485557	73.36412625096229	Doubtful
431	Related Proteins	MGYP003682035305		MGYP003682035305,MGYP003682964513,MGYP003685760635,MGYP003686257161,MGYP003688969375	MGYP003682964513,MGYP003685760635,MGYP003686257161,MGYP003688969375					6.3	6.3	58.9	2	2	1	1	2	2					59.858807811218355	41.497725694159044	73.36412625096229	Confident
432	Related Proteins	MGYP000249215056		MGYP000249215056,MGYP000410888864,MGYP003683028215,MGYP003688368333	MGYP000410888864,MGYP003683028215,MGYP003688368333					16.67	16.67	55.56	1	1	1	1	1	1					125.02156061836745	8.9626468768621	73.36412625096229	Doubtful
433	Related Proteins	MGYP000935644110		MGYP000935644110,MGYP003682097871,MGYP003689605981,MGYP003691505867	MGYP003682097871,MGYP003689605981,MGYP003691505867					16.05	16.05	40.74	1	1	1	1	1	1					131.68937718468038	8.3440455879678	64.0	Doubtful
434	Single Protein	MGYP003683637823		MGYP003683637823						20.05	20.05	53.83	10	10	1	1	11	11	Oxidation of M (M241, M267, M321)	Oxidation of M (3)			275.7455232927952	48.27518839318086	73.36412625096229	Confident
435	Related Proteins	MGYP000552782431		MGYP000552782431,MGYP000940870930,MGYP003690628649	MGYP000940870930,MGYP003690628649					9.4	21.37	43.59	2	1	2	1	2	1					90.61195677844981	12.11278904739711	79.61783439490446	Doubtful
436	Related Proteins	MGYP003682300139		MGYP003682300139,MGYP003683173429,MGYP003686384669	MGYP003683173429,MGYP003686384669					6.63	6.63	34.81	1	1	1	1	1	1					58.442031294976495	20.19500061674565	73.36412625096229	Doubtful
437	Related Proteins	MGYP003684495933		MGYP003684495933,MGYP003686899921,MGYP003690921835	MGYP003686899921,MGYP003690921835					5.14	5.14	86.5	1	1	1	1	1	1					36.71636910353542	34.469469564603465	73.36412625096229	Doubtful
438	Related Proteins	MGYP003683501467		MGYP003683501467,MGYP003684121337,MGYP003684746295,MGYP003685531769,MGYP003685928167,MGYP003687432539,MGYP003688863943,MGYP003688969031,MGYP003689565193,MGYP003690602251,MGYP003691132193,MGYP003691301393,MGYP003691370559,MGYP003691567229,MGYP003691780133	MGYP003684121337,MGYP003684746295,MGYP003685531769,MGYP003685928167,MGYP003687432539,MGYP003688863943,MGYP003688969031,MGYP003689565193,MGYP003690602251,MGYP003691132193,MGYP003691301393,MGYP003691370559,MGYP003691567229,MGYP003691780133					19.18	19.18	89.04	1	1	1	1	1	1	Oxidation of M (M18)	Oxidation of M (1)			151.9492813669389	8.22696679261191	73.36412625096229	Doubtful
439	Related Proteins	MGYP003683065015		MGYP003683065015,MGYP003683703605,MGYP003687060379	MGYP003683703605,MGYP003687060379					39.33	39.33	76.4	5	5	4	4	5	5	Oxidation of M (M68, M75, M78)	Oxidation of M (3)			269.36463515048257	18.68877397159983	81.60152526215442	Confident
